job_id,dataset_path,target_col,variant,seed,lookback,hidden_dim,num_layers,dropout,lr,weight_decay,n_samples,n_pids,overall_r2,fold_r2_mean,fold_r2_std,elapsed_sec
lkb_w6_s1_h20_archold_wconly_lkb12_seed456,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,wconly,456,12,32,2,0.3,0.001,0.001,1404,95,0.3029566367483385,0.2371416807174682,0.2274662897990205,30.1025915145874
swcB_w6_s1_h12_archnew_wconly_seed5555,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_12wk_weight_change,wconly,5555,4,64,2,0.2,0.001,0.001,3037,114,0.2249187277208888,0.1280231952667236,0.1139491303384526,39.826740026474
swcC_w6_s2_h20_archold_supportwc_seed123,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window6_stride2.csv,next_20wk_weight_change,supportwc,123,4,32,2,0.3,0.001,0.001,970,102,0.3156335282133944,0.2744887232780456,0.2088994614247454,18.379467248916622
lkb_w6_s1_h20_archnew_supportwc_lkb8_seed5555,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,supportwc,5555,8,64,2,0.2,0.001,0.001,1796,101,0.3458045719692574,0.306398320198059,0.0683683942351471,25.16503143310547
stype_w6_s1_h20_archnew_swc_only_tip_seed123,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,swc_only_tip,123,4,64,2,0.2,0.001,0.001,2216,108,0.2906304230632698,0.2086380720138549,0.1707423014016153,36.79665160179138
swcA_w8_s1_h20_archnew_supportwc_seed7777,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window8_stride1.csv,next_20wk_weight_change,supportwc,7777,4,64,2,0.2,0.001,0.001,1990,104,0.2515961174344233,0.1776214361190796,0.1155123518428839,24.171932697296143
swcC_w6_s3_h20_archnew_supportwc_seed5555,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window6_stride3.csv,next_20wk_weight_change,supportwc,5555,4,64,2,0.2,0.001,0.001,558,95,0.2673089619025109,0.2351908326148986,0.2552770493427554,9.98212718963623
stype_w6_s1_h20_archold_swc_no_weight_seed3333,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,swc_no_weight,3333,4,32,2,0.3,0.001,0.001,2216,108,0.35131856390915,0.3030719995498657,0.1004017571954733,56.38909339904785
lkb_w6_s1_h20_archold_wconly_lkb8_seed1024,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,wconly,1024,8,32,2,0.3,0.001,0.001,1796,101,0.3037821220727086,0.2929952144622803,0.1673054425245481,31.65712594985962
lkb_w6_s1_h20_archnew_wconly_lkb12_seed42,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,wconly,42,12,64,2,0.2,0.001,0.001,1404,95,0.3242787235308294,0.2546490907669067,0.2476605544672972,31.374696731567383
stype_w6_s1_h20_archnew_swc_no_diet_seed69,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,swc_no_diet,69,4,64,2,0.2,0.001,0.001,2216,108,0.3266708343714771,0.2442427277565002,0.2147492476815846,36.20274639129639
stype_w6_s1_h20_archold_swc_no_tip_seed456,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,swc_no_tip,456,4,32,2,0.3,0.001,0.001,2216,108,0.3029732488129278,0.2406018614768982,0.1797038948492733,39.52397155761719
swcB_w6_s1_h12_archnew_wconly_seed2048,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_12wk_weight_change,wconly,2048,4,64,2,0.2,0.001,0.001,3037,114,0.2406345037975826,0.1392077088356018,0.1276429560418497,39.76857566833496
stype_w6_s1_h20_archold_swc_no_diet_seed400,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,swc_no_diet,400,4,32,2,0.3,0.001,0.001,2216,108,0.3264605118351079,0.2409062504768371,0.2226764483563847,50.10037302970886
swcC_w6_s2_h20_archnew_supportwc_seed789,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window6_stride2.csv,next_20wk_weight_change,supportwc,789,4,64,2,0.2,0.001,0.001,970,102,0.3060640677738582,0.2608090043067932,0.2035948771377197,18.001132249832153
lkb_w6_s1_h20_archnew_wconly_lkb2_seed5678,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,wconly,5678,2,64,2,0.2,0.001,0.001,2435,110,0.2684890133934713,0.2494191408157348,0.0700120698001295,46.46026277542114
swcA_w2_s1_h20_archold_supportwc_seed8888,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window2_stride1.csv,next_20wk_weight_change,supportwc,8888,4,32,2,0.3,0.001,0.001,2691,110,0.255200876756062,0.203754186630249,0.0652231992837209,49.39384889602661
swcC_w6_s5_h20_archold_wconly_seed456,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window6_stride5.csv,next_20wk_weight_change,wconly,456,4,32,2,0.3,0.001,0.001,232,83,0.316549639978278,0.1467133045196533,0.3612090060942934,6.353937864303589
swcC_w6_s3_h20_archnew_wconly_seed123,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window6_stride3.csv,next_20wk_weight_change,wconly,123,4,64,2,0.2,0.001,0.001,558,95,0.2539733614654111,0.2504645347595214,0.2668700516020624,9.188239097595217
lkb_w6_s1_h20_archnew_wconly_lkb12_seed1234,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_20wk_weight_change,wconly,1234,12,64,2,0.2,0.001,0.001,1404,95,0.3277719067350262,0.2593230962753295,0.269322778289946,29.71340298652649
swcB_w6_s1_h4_archnew_supportwc_seed42,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_4wk_weight_change,supportwc,42,4,64,2,0.2,0.001,0.001,3893,118,0.1600263974242486,0.1562198877334594,0.1443910432887563,56.21776294708252
swcB_w6_s1_h4_archold_supportwc_seed1024,/home/chris/Documents/mlife/data/cleaned/weight_windows_future_targets_all_weeks.csv,next_4wk_weight_change,supportwc,1024,4,32,2,0.3,0.001,0.001,3893,118,0.1672445525722806,0.1607360124588012,0.1121108436257042,50.56394028663635
swcA_w12_s1_h20_archold_supportwc_seed31337,/home/chris/Documents/mlife/data/cleaned/sweeps/sweep_window12_stride1.csv,next_20wk_weight_change,supportwc,31337,4,32,2,0.3,0.001,0.001,1583,93,0.2324125745032876,0.1669524550437927,0.2135262452441374,19.18653035163879
